country,Count,year,Type
Saudi Arabia*,28.0,2004,In-Land
Sudan,14.0,2004,In-Land
Syria,24.0,2004,In-Land
Yemen,9.0,2004,In-Land
Oth Mid East,1.0,2004,In-Land
Algeria*,19.0,2004,In-Land
Angola,0.0,2004,In-Land
Congo,1.0,2004,In-Land
Gabon*,1.0,2004,In-Land
Kenya,0.0,2004,In-Land
Libya*,9.0,2004,In-Land
Nigeria*,1.0,2004,In-Land
S. Africa,0.0,2004,In-Land
Tunisia,1.0,2004,In-Land
Oth Africa,2.0,2004,In-Land
Argentina,71.0,2004,In-Land
Bolivia,5.0,2004,In-Land
Brazil,10.0,2004,In-Land
Chile,0.0,2004,In-Land
Colombia,9.0,2004,In-Land
Costa Rica,0.0,2004,In-Land
Ecuador*,10.0,2004,In-Land
Mexico,76.0,2004,In-Land
Peru,2.0,2004,In-Land
Trinidad,0.0,2004,In-Land
Venezuela*,43.0,2004,In-Land
Oth L.A.,0.0,2004,In-Land
Australia,8.0,2004,In-Land
Bangladesh,0.0,2004,In-Land
Brunei,1.0,2004,In-Land
India,47.0,2004,In-Land
Indonesia*,34.0,2004,In-Land
Japan,3.0,2004,In-Land
Malaysia,0.0,2004,In-Land
Myanmar,8.0,2004,In-Land
New Zealand,3.0,2004,In-Land
Off China,0.0,2004,In-Land
Papua New Guinea,2.0,2004,In-Land
Phillippines,3.0,2004,In-Land
Taiwan,0.0,2004,In-Land
Thailand,1.0,2004,In-Land
Vietnam,0.0,2004,In-Land
Oth Far East,1.0,2004,In-Land
U.S.,1380.0,2005,In-Land
Canada,458.0,2005,In-Land
Austria,0.0,2005,In-Land
Denmark,0.0,2005,In-Land
France,0.0,2005,In-Land
Germany,4.0,2005,In-Land
Greece,0.0,2005,In-Land
Netherlands,1.0,2005,In-Land
Hungary,2.0,2005,In-Land
Italy,3.0,2005,In-Land
Norway,0.0,2005,In-Land
Poland,2.0,2005,In-Land
Romania,3.0,2005,In-Land
Spain,0.0,2005,In-Land
Turkey,4.0,2005,In-Land
U.K.,1.0,2005,In-Land
Yugoslavia/Croatia,2.0,2005,In-Land
Oth Eur,4.0,2005,In-Land
Abu Dhabi*,9.0,2005,In-Land
Dubai*,2.0,2005,In-Land
Egypt,22.0,2005,In-Land
Iran*,32.0,2005,In-Land
Iraq*,0.0,2005,In-Land
Jordan,2.0,2005,In-Land
Kuwait*,12.0,2005,In-Land
Oman,34.0,2005,In-Land
Pakistan,12.0,2005,In-Land
Qatar*,2.0,2005,In-Land
Saudi Arabia*,34.0,2005,In-Land
Sudan,18.0,2005,In-Land
Syria,22.0,2005,In-Land
Yemen,12.0,2005,In-Land
Oth Mid East,2.0,2005,In-Land
Algeria*,20.0,2005,In-Land
Angola,0.0,2005,In-Land
Congo,1.0,2005,In-Land
Gabon*,1.0,2005,In-Land
Kenya,0.0,2005,In-Land
Libya*,8.0,2005,In-Land
Nigeria*,2.0,2005,In-Land
S. Africa,0.0,2005,In-Land
Tunisia,1.0,2005,In-Land
Oth Africa,2.0,2005,In-Land
Argentina,76.0,2005,In-Land
Bolivia,3.0,2005,In-Land
Brazil,10.0,2005,In-Land
Chile,0.0,2005,In-Land
Colombia,15.0,2005,In-Land
Costa Rica,0.0,2005,In-Land
Ecuador*,12.0,2005,In-Land
Mexico,76.0,2005,In-Land
Peru,3.0,2005,In-Land
Trinidad,0.0,2005,In-Land
Venezuela*,55.0,2005,In-Land
Oth L.A.,1.0,2005,In-Land
Australia,8.0,2005,In-Land
Bangladesh,0.0,2005,In-Land
Brunei,0.0,2005,In-Land
India,51.0,2005,In-Land
Indonesia*,33.0,2005,In-Land
Japan,3.0,2005,In-Land
Malaysia,0.0,2005,In-Land
Myanmar,8.0,2005,In-Land
New Zealand,5.0,2005,In-Land
Off China,0.0,2005,In-Land
Papua New Guinea,2.0,2005,In-Land
Phillippines,3.0,2005,In-Land
Taiwan,0.0,2005,In-Land
Thailand,1.0,2005,In-Land
Vietnam,0.0,2005,In-Land
Oth Far East,3.0,2005,In-Land
U.S.,1648.0,2006,In-Land
Canada,470.0,2006,In-Land
Austria,0.0,2006,In-Land
Denmark,0.0,2006,In-Land
France,0.0,2006,In-Land
Germany,3.0,2006,In-Land
Greece,0.0,2006,In-Land
Netherlands,1.0,2006,In-Land
Hungary,3.0,2006,In-Land
Italy,3.0,2006,In-Land
Norway,0.0,2006,In-Land
Poland,2.0,2006,In-Land
Romania,2.0,2006,In-Land
Spain,0.0,2006,In-Land
Turkey,4.0,2006,In-Land
U.K.,1.0,2006,In-Land
Yugoslavia/Croatia,1.0,2006,In-Land
Oth Eur,4.0,2006,In-Land
Abu Dhabi*,9.0,2006,In-Land
Dubai*,1.0,2006,In-Land
Egypt,29.0,2006,In-Land
Iran*,0.0,2006,In-Land
Iraq*,0.0,2006,In-Land
Jordan,1.0,2006,In-Land
Kuwait*,14.0,2006,In-Land
Oman,38.0,2006,In-Land
Pakistan,17.0,2006,In-Land
Qatar*,2.0,2006,In-Land
Saudi Arabia*,58.0,2006,In-Land
Sudan,0.0,2006,In-Land
Syria,23.0,2006,In-Land
Yemen,16.0,2006,In-Land
Oth Mid East,2.0,2006,In-Land
Algeria*,24.0,2006,In-Land
Angola,0.0,2006,In-Land
Congo,1.0,2006,In-Land
Gabon*,2.0,2006,In-Land
Kenya,0.0,2006,In-Land
Libya*,10.0,2006,In-Land
Nigeria*,2.0,2006,In-Land
S. Africa,0.0,2006,In-Land
Tunisia,2.0,2006,In-Land
Oth Africa,2.0,2006,In-Land
Argentina,80.0,2006,In-Land
Bolivia,3.0,2006,In-Land
Brazil,13.0,2006,In-Land
Chile,0.0,2006,In-Land
Colombia,22.0,2006,In-Land
Costa Rica,0.0,2006,In-Land
Ecuador*,11.0,2006,In-Land
Mexico,58.0,2006,In-Land
Peru,4.0,2006,In-Land
Trinidad,2.0,2006,In-Land
Venezuela*,64.0,2006,In-Land
Oth L.A.,2.0,2006,In-Land
Australia,10.0,2006,In-Land
Bangladesh,0.0,2006,In-Land
Brunei,0.0,2006,In-Land
India,54.0,2006,In-Land
Indonesia*,32.0,2006,In-Land
Japan,2.0,2006,In-Land
Malaysia,0.0,2006,In-Land
Myanmar,8.0,2006,In-Land
New Zealand,4.0,2006,In-Land
Off China,0.0,2006,In-Land
Papua New Guinea,2.0,2006,In-Land
Phillippines,2.0,2006,In-Land
Taiwan,0.0,2006,In-Land
Thailand,2.0,2006,In-Land
Vietnam,0.0,2006,In-Land
Oth Far East,3.0,2006,In-Land
U.S.,1767.0,2007,In-Land
Canada,344.0,2007,In-Land
Austria,0.0,2007,In-Land
Denmark,0.0,2007,In-Land
France,1.0,2007,In-Land
Germany,5.0,2007,In-Land
Greece,0.0,2007,In-Land
Netherlands,1.0,2007,In-Land
Hungary,2.0,2007,In-Land
Italy,3.0,2007,In-Land
Norway,0.0,2007,In-Land
Poland,2.0,2007,In-Land
Romania,2.0,2007,In-Land
Spain,0.0,2007,In-Land
Turkey,5.0,2007,In-Land
U.K.,1.0,2007,In-Land
Yugoslavia/Croatia,1.0,2007,In-Land
Oth Eur,5.0,2007,In-Land
Abu Dhabi*,9.0,2007,In-Land
Dubai*,1.0,2007,In-Land
Egypt,35.0,2007,In-Land
Iran*,0.0,2007,In-Land
Iraq*,0.0,2007,In-Land
Jordan,1.0,2007,In-Land
Kuwait*,12.0,2007,In-Land
Oman,48.0,2007,In-Land
Pakistan,19.0,2007,In-Land
Qatar*,3.0,2007,In-Land
Saudi Arabia*,69.0,2007,In-Land
Sudan,0.0,2007,In-Land
Syria,21.0,2007,In-Land
Yemen,15.0,2007,In-Land
Oth Mid East,1.0,2007,In-Land
Algeria*,27.0,2007,In-Land
Angola,1.0,2007,In-Land
Congo,2.0,2007,In-Land
Gabon*,2.0,2007,In-Land
Kenya,0.0,2007,In-Land
Libya*,13.0,2007,In-Land
Nigeria*,2.0,2007,In-Land
S. Africa,0.0,2007,In-Land
Tunisia,2.0,2007,In-Land
Oth Africa,3.0,2007,In-Land
Argentina,81.0,2007,In-Land
Bolivia,3.0,2007,In-Land
Brazil,18.0,2007,In-Land
Chile,1.0,2007,In-Land
Colombia,36.0,2007,In-Land
Costa Rica,0.0,2007,In-Land
Ecuador*,11.0,2007,In-Land
Mexico,64.0,2007,In-Land
Peru,7.0,2007,In-Land
Trinidad,2.0,2007,In-Land
Venezuela*,60.0,2007,In-Land
Oth L.A.,2.0,2007,In-Land
Australia,11.0,2007,In-Land
Bangladesh,0.0,2007,In-Land
Brunei,1.0,2007,In-Land
India,55.0,2007,In-Land
Indonesia*,37.0,2007,In-Land
Japan,2.0,2007,In-Land
Malaysia,0.0,2007,In-Land
Myanmar,7.0,2007,In-Land
New Zealand,3.0,2007,In-Land
Off China,0.0,2007,In-Land
Papua New Guinea,2.0,2007,In-Land
Phillippines,0.0,2007,In-Land
Taiwan,0.0,2007,In-Land
Thailand,3.0,2007,In-Land
Vietnam,0.0,2007,In-Land
Oth Far East,2.0,2007,In-Land
U.S.,1878.0,2008,In-Land
Canada,379.0,2008,In-Land
Austria,0.0,2008,In-Land
Denmark,0.0,2008,In-Land
France,1.0,2008,In-Land
Germany,9.0,2008,In-Land
Greece,0.0,2008,In-Land
Netherlands,0.0,2008,In-Land
Hungary,4.0,2008,In-Land
Italy,4.0,2008,In-Land
Norway,0.0,2008,In-Land
Poland,1.0,2008,In-Land
Romania,16.0,2008,In-Land
Spain,0.0,2008,In-Land
Turkey,6.0,2008,In-Land
U.K.,2.0,2008,In-Land
Yugoslavia/Croatia,0.0,2008,In-Land
Oth Eur,6.0,2008,In-Land
Abu Dhabi*,9.0,2008,In-Land
Dubai*,1.0,2008,In-Land
Egypt,45.0,2008,In-Land
Iran*,0.0,2008,In-Land
Iraq*,0.0,2008,In-Land
Jordan,1.0,2008,In-Land
Kuwait*,12.0,2008,In-Land
Oman,54.0,2008,In-Land
Pakistan,22.0,2008,In-Land
Qatar*,2.0,2008,In-Land
Saudi Arabia*,65.0,2008,In-Land
Sudan,0.0,2008,In-Land
Syria,20.0,2008,In-Land
Yemen,14.0,2008,In-Land
Oth Mid East,1.0,2008,In-Land
Algeria*,26.0,2008,In-Land
Angola,0.0,2008,In-Land
Congo,1.0,2008,In-Land
Gabon*,1.0,2008,In-Land
Kenya,0.0,2008,In-Land
Libya*,15.0,2008,In-Land
Nigeria*,3.0,2008,In-Land
S. Africa,0.0,2008,In-Land
Tunisia,3.0,2008,In-Land
Oth Africa,2.0,2008,In-Land
Argentina,80.0,2008,In-Land
Bolivia,3.0,2008,In-Land
Brazil,25.0,2008,In-Land
Chile,2.0,2008,In-Land
Colombia,41.0,2008,In-Land
Costa Rica,0.0,2008,In-Land
Ecuador*,10.0,2008,In-Land
Mexico,71.0,2008,In-Land
Peru,6.0,2008,In-Land
Trinidad,1.0,2008,In-Land
Venezuela*,66.0,2008,In-Land
Oth L.A.,1.0,2008,In-Land
Australia,14.0,2008,In-Land
Bangladesh,0.0,2008,In-Land
Brunei,1.0,2008,In-Land
India,55.0,2008,In-Land
Indonesia*,45.0,2008,In-Land
Japan,3.0,2008,In-Land
Malaysia,0.0,2008,In-Land
Myanmar,5.0,2008,In-Land
New Zealand,4.0,2008,In-Land
Off China,0.0,2008,In-Land
Papua New Guinea,3.0,2008,In-Land
Phillippines,2.0,2008,In-Land
Taiwan,0.0,2008,In-Land
Thailand,2.0,2008,In-Land
Vietnam,0.0,2008,In-Land
Oth Far East,0.0,2008,In-Land
U.S.,1086.0,2009,In-Land
Canada,221.0,2009,In-Land
Austria,1.0,2009,In-Land
Denmark,0.0,2009,In-Land
France,0.0,2009,In-Land
Germany,7.0,2009,In-Land
Greece,0.0,2009,In-Land
Netherlands,1.0,2009,In-Land
Hungary,3.0,2009,In-Land
Italy,3.0,2009,In-Land
Norway,0.0,2009,In-Land
Poland,2.0,2009,In-Land
Romania,8.0,2009,In-Land
Spain,0.0,2009,In-Land
Turkey,5.0,2009,In-Land
U.K.,1.0,2009,In-Land
Yugoslavia/Croatia,0.0,2009,In-Land
Oth Eur,6.0,2009,In-Land
Abu Dhabi*,8.0,2009,In-Land
Dubai*,0.0,2009,In-Land
Egypt,37.0,2009,In-Land
Iran*,0.0,2009,In-Land
Iraq*,0.0,2009,In-Land
Jordan,1.0,2009,In-Land
Kuwait*,13.0,2009,In-Land
Oman,49.0,2009,In-Land
Pakistan,20.0,2009,In-Land
Qatar*,1.0,2009,In-Land
Saudi Arabia*,57.0,2009,In-Land
Sudan,0.0,2009,In-Land
Syria,23.0,2009,In-Land
Yemen,10.0,2009,In-Land
Oth Mid East,2.0,2009,In-Land
Algeria*,27.0,2009,In-Land
Angola,0.0,2009,In-Land
Congo,1.0,2009,In-Land
Gabon*,1.0,2009,In-Land
Kenya,0.0,2009,In-Land
Libya*,13.0,2009,In-Land
Nigeria*,2.0,2009,In-Land
S. Africa,0.0,2009,In-Land
Tunisia,2.0,2009,In-Land
Oth Africa,2.0,2009,In-Land
Argentina,52.0,2009,In-Land
Bolivia,4.0,2009,In-Land
Brazil,31.0,2009,In-Land
Chile,3.0,2009,In-Land
Colombia,28.0,2009,In-Land
Costa Rica,0.0,2009,In-Land
Ecuador*,10.0,2009,In-Land
Mexico,99.0,2009,In-Land
Peru,5.0,2009,In-Land
Trinidad,0.0,2009,In-Land
Venezuela*,49.0,2009,In-Land
Oth L.A.,1.0,2009,In-Land
Australia,8.0,2009,In-Land
Bangladesh,0.0,2009,In-Land
Brunei,1.0,2009,In-Land
India,58.0,2009,In-Land
Indonesia*,50.0,2009,In-Land
Japan,4.0,2009,In-Land
Malaysia,0.0,2009,In-Land
Myanmar,3.0,2009,In-Land
New Zealand,3.0,2009,In-Land
Off China,0.0,2009,In-Land
Papua New Guinea,2.0,2009,In-Land
Phillippines,4.0,2009,In-Land
Taiwan,0.0,2009,In-Land
Thailand,4.0,2009,In-Land
Vietnam,0.0,2009,In-Land
Oth Far East,0.0,2009,In-Land
U.S.,1541.0,2010,In-Land
Canada,351.0,2010,In-Land
Austria,2.0,2010,In-Land
Denmark,0.0,2010,In-Land
France,1.0,2010,In-Land
Germany,4.0,2010,In-Land
Greece,0.0,2010,In-Land
Netherlands,2.0,2010,In-Land
Hungary,2.0,2010,In-Land
Italy,4.0,2010,In-Land
Norway,0.0,2010,In-Land
Poland,3.0,2010,In-Land
Romania,10.0,2010,In-Land
Spain,1.0,2010,In-Land
Turkey,9.0,2010,In-Land
U.K.,1.0,2010,In-Land
Yugoslavia/Croatia,0.0,2010,In-Land
Oth Eur,6.0,2010,In-Land
Abu Dhabi*,8.0,2010,In-Land
Dubai*,0.0,2010,In-Land
Egypt,44.0,2010,In-Land
Iran*,0.0,2010,In-Land
Iraq*,0.0,2010,In-Land
Jordan,0.0,2010,In-Land
Kuwait*,20.0,2010,In-Land
Oman,44.0,2010,In-Land
Pakistan,17.0,2010,In-Land
Qatar*,2.0,2010,In-Land
Saudi Arabia*,54.0,2010,In-Land
Sudan,0.0,2010,In-Land
Syria,25.0,2010,In-Land
Yemen,13.0,2010,In-Land
Oth Mid East,2.0,2010,In-Land
Algeria*,25.0,2010,In-Land
Angola,0.0,2010,In-Land
Congo,2.0,2010,In-Land
Gabon*,3.0,2010,In-Land
Kenya,0.0,2010,In-Land
Libya*,14.0,2010,In-Land
Nigeria*,6.0,2010,In-Land
S. Africa,0.0,2010,In-Land
Tunisia,3.0,2010,In-Land
Oth Africa,4.0,2010,In-Land
Argentina,71.0,2010,In-Land
Bolivia,6.0,2010,In-Land
Brazil,33.0,2010,In-Land
Chile,3.0,2010,In-Land
Colombia,42.0,2010,In-Land
Costa Rica,1.0,2010,In-Land
Ecuador*,11.0,2010,In-Land
Mexico,73.0,2010,In-Land
Peru,7.0,2010,In-Land
Trinidad,1.0,2010,In-Land
Venezuela*,59.0,2010,In-Land
Oth L.A.,1.0,2010,In-Land
Australia,5.0,2010,In-Land
Bangladesh,0.0,2010,In-Land
Brunei,1.0,2010,In-Land
India,80.0,2010,In-Land
Indonesia*,45.0,2010,In-Land
Japan,2.0,2010,In-Land
Malaysia,0.0,2010,In-Land
Myanmar,2.0,2010,In-Land
New Zealand,4.0,2010,In-Land
Off China,0.0,2010,In-Land
Papua New Guinea,3.0,2010,In-Land
Phillippines,5.0,2010,In-Land
Taiwan,0.0,2010,In-Land
Thailand,3.0,2010,In-Land
Vietnam,0.0,2010,In-Land
Oth Far East,0.0,2010,In-Land
U.S.,1875.0,2011,In-Land
Canada,423.0,2011,In-Land
Austria,3.0,2011,In-Land
Denmark,0.0,2011,In-Land
France,1.0,2011,In-Land
Germany,6.0,2011,In-Land
Greece,0.0,2011,In-Land
Netherlands,2.0,2011,In-Land
Hungary,2.0,2011,In-Land
Italy,4.0,2011,In-Land
Norway,0.0,2011,In-Land
Poland,9.0,2011,In-Land
Romania,10.0,2011,In-Land
Spain,0.0,2011,In-Land
Turkey,21.0,2011,In-Land
U.K.,2.0,2011,In-Land
Yugoslavia/Croatia,0.0,2011,In-Land
Oth Eur,10.0,2011,In-Land
Abu Dhabi*,13.0,2011,In-Land
Dubai*,0.0,2011,In-Land
Egypt,56.0,2011,In-Land
Iran*,0.0,2011,In-Land
Iraq*,0.0,2011,In-Land
Jordan,0.0,2011,In-Land
Kuwait*,32.0,2011,In-Land
Oman,43.0,2011,In-Land
Pakistan,14.0,2011,In-Land
Qatar*,2.0,2011,In-Land
Saudi Arabia*,55.0,2011,In-Land
Sudan,0.0,2011,In-Land
Syria,28.0,2011,In-Land
Yemen,5.0,2011,In-Land
Oth Mid East,4.0,2011,In-Land
Algeria*,31.0,2011,In-Land
Angola,0.0,2011,In-Land
Congo,2.0,2011,In-Land
Gabon*,5.0,2011,In-Land
Kenya,1.0,2011,In-Land
Libya*,2.0,2011,In-Land
Nigeria*,5.0,2011,In-Land
S. Africa,0.0,2011,In-Land
Tunisia,3.0,2011,In-Land
Oth Africa,3.0,2011,In-Land
Argentina,65.0,2011,In-Land
Bolivia,6.0,2011,In-Land
Brazil,33.0,2011,In-Land
Chile,3.0,2011,In-Land
Colombia,66.0,2011,In-Land
Costa Rica,0.0,2011,In-Land
Ecuador*,13.0,2011,In-Land
Mexico,72.0,2011,In-Land
Peru,7.0,2011,In-Land
Trinidad,1.0,2011,In-Land
Venezuela*,70.0,2011,In-Land
Oth L.A.,1.0,2011,In-Land
Australia,6.0,2011,In-Land
Bangladesh,1.0,2011,In-Land
Brunei,0.0,2011,In-Land
India,85.0,2011,In-Land
Indonesia*,41.0,2011,In-Land
Japan,1.0,2011,In-Land
Malaysia,0.0,2011,In-Land
Myanmar,2.0,2011,In-Land
New Zealand,4.0,2011,In-Land
Off China,0.0,2011,In-Land
Papua New Guinea,4.0,2011,In-Land
Phillippines,3.0,2011,In-Land
Taiwan,0.0,2011,In-Land
Thailand,5.0,2011,In-Land
Vietnam,0.0,2011,In-Land
Oth Far East,0.0,2011,In-Land
U.S.,1919.0,2012,In-Land
Canada,365.0,2012,In-Land
Austria,3.0,2012,In-Land
Denmark,0.0,2012,In-Land
France,1.0,2012,In-Land
Germany,7.0,2012,In-Land
Greece,0.0,2012,In-Land
Netherlands,2.0,2012,In-Land
Hungary,2.0,2012,In-Land
Italy,3.0,2012,In-Land
Norway,0.0,2012,In-Land
Poland,7.0,2012,In-Land
Romania,9.0,2012,In-Land
Spain,1.0,2012,In-Land
Turkey,23.0,2012,In-Land
U.K.,1.0,2012,In-Land
Yugoslavia/Croatia,1.0,2012,In-Land
Oth Eur,13.0,2012,In-Land
Abu Dhabi*,16.0,2012,In-Land
Dubai*,0.0,2012,In-Land
Egypt,55.0,2012,In-Land
Iran*,0.0,2012,In-Land
Iraq*,43.0,2012,In-Land
Jordan,0.0,2012,In-Land
Kuwait*,31.0,2012,In-Land
Oman,50.0,2012,In-Land
Pakistan,15.0,2012,In-Land
Qatar*,3.0,2012,In-Land
Saudi Arabia*,62.0,2012,In-Land
Sudan,0.0,2012,In-Land
Syria,27.0,2012,In-Land
Yemen,3.0,2012,In-Land
Oth Mid East,4.0,2012,In-Land
Algeria*,36.0,2012,In-Land
Angola,1.0,2012,In-Land
Congo,1.0,2012,In-Land
Gabon*,4.0,2012,In-Land
Kenya,2.0,2012,In-Land
Libya*,9.0,2012,In-Land
Nigeria*,6.0,2012,In-Land
S. Africa,0.0,2012,In-Land
Tunisia,3.0,2012,In-Land
Oth Africa,4.0,2012,In-Land
Argentina,66.0,2012,In-Land
Bolivia,8.0,2012,In-Land
Brazil,40.0,2012,In-Land
Chile,3.0,2012,In-Land
Colombia,51.0,2012,In-Land
Costa Rica,0.0,2012,In-Land
Ecuador*,20.0,2012,In-Land
Mexico,81.0,2012,In-Land
Peru,6.0,2012,In-Land
Trinidad,2.0,2012,In-Land
Venezuela*,65.0,2012,In-Land
Oth L.A.,0.0,2012,In-Land
Australia,10.0,2012,In-Land
Bangladesh,1.0,2012,In-Land
Brunei,1.0,2012,In-Land
India,84.0,2012,In-Land
Indonesia*,34.0,2012,In-Land
Japan,1.0,2012,In-Land
Malaysia,0.0,2012,In-Land
Myanmar,0.0,2012,In-Land
New Zealand,5.0,2012,In-Land
Off China,0.0,2012,In-Land
Papua New Guinea,3.0,2012,In-Land
Phillippines,1.0,2012,In-Land
Taiwan,0.0,2012,In-Land
Thailand,4.0,2012,In-Land
Vietnam,0.0,2012,In-Land
Oth Far East,0.0,2012,In-Land
U.S.,1761.0,2013,In-Land
Canada,355.0,2013,In-Land
Austria,3.0,2013,In-Land
Denmark,0.0,2013,In-Land
France,2.0,2013,In-Land
Germany,6.0,2013,In-Land
Greece,0.0,2013,In-Land
Netherlands,4.0,2013,In-Land
Hungary,2.0,2013,In-Land
Italy,3.0,2013,In-Land
Norway,0.0,2013,In-Land
Poland,6.0,2013,In-Land
Romania,8.0,2013,In-Land
Spain,1.0,2013,In-Land
Turkey,32.0,2013,In-Land
U.K.,1.0,2013,In-Land
Yugoslavia/Croatia,1.0,2013,In-Land
Oth Eur,18.0,2013,In-Land
Abu Dhabi*,20.0,2013,In-Land
Dubai*,0.0,2013,In-Land
Egypt,44.0,2013,In-Land
Iran*,0.0,2013,In-Land
Iraq*,83.0,2013,In-Land
Jordan,1.0,2013,In-Land
Kuwait*,32.0,2013,In-Land
Oman,49.0,2013,In-Land
Pakistan,21.0,2013,In-Land
Qatar*,3.0,2013,In-Land
Saudi Arabia*,65.0,2013,In-Land
Sudan,0.0,2013,In-Land
Syria,2.0,2013,In-Land
Yemen,5.0,2013,In-Land
Oth Mid East,5.0,2013,In-Land
Algeria*,47.0,2013,In-Land
Angola,0.0,2013,In-Land
Congo,2.0,2013,In-Land
Gabon*,4.0,2013,In-Land
Kenya,6.0,2013,In-Land
Libya*,14.0,2013,In-Land
Nigeria*,8.0,2013,In-Land
S. Africa,0.0,2013,In-Land
Tunisia,2.0,2013,In-Land
Oth Africa,7.0,2013,In-Land
Argentina,82.0,2013,In-Land
Bolivia,9.0,2013,In-Land
Brazil,22.0,2013,In-Land
Chile,3.0,2013,In-Land
Colombia,43.0,2013,In-Land
Costa Rica,0.0,2013,In-Land
Ecuador*,25.0,2013,In-Land
Mexico,71.0,2013,In-Land
Peru,5.0,2013,In-Land
Trinidad,2.0,2013,In-Land
Venezuela*,72.0,2013,In-Land
Oth L.A.,0.0,2013,In-Land
Australia,11.0,2013,In-Land
Bangladesh,1.0,2013,In-Land
Brunei,1.0,2013,In-Land
India,84.0,2013,In-Land
Indonesia*,28.0,2013,In-Land
Japan,1.0,2013,In-Land
Malaysia,0.0,2013,In-Land
Myanmar,1.0,2013,In-Land
New Zealand,6.0,2013,In-Land
Off China,0.0,2013,In-Land
Papua New Guinea,3.0,2013,In-Land
Phillippines,2.0,2013,In-Land
Taiwan,0.0,2013,In-Land
Thailand,4.0,2013,In-Land
Vietnam,0.0,2013,In-Land
Oth Far East,0.0,2013,In-Land
U.S.,1862.0,2014,In-Land
Canada,380.0,2014,In-Land
Austria,3.0,2014,In-Land
Denmark,0.0,2014,In-Land
France,3.0,2014,In-Land
Germany,4.0,2014,In-Land
Greece,0.0,2014,In-Land
Netherlands,4.0,2014,In-Land
Hungary,2.0,2014,In-Land
Italy,4.0,2014,In-Land
Norway,0.0,2014,In-Land
Poland,5.0,2014,In-Land
Romania,12.0,2014,In-Land
Spain,0.0,2014,In-Land
Turkey,41.0,2014,In-Land
U.K.,1.0,2014,In-Land
Yugoslavia/Croatia,1.0,2014,In-Land
Oth Eur,17.0,2014,In-Land
Abu Dhabi*,24.0,2014,In-Land
Dubai*,0.0,2014,In-Land
Egypt,45.0,2014,In-Land
Iran*,0.0,2014,In-Land
Iraq*,79.0,2014,In-Land
Jordan,0.0,2014,In-Land
Kuwait*,38.0,2014,In-Land
Oman,59.0,2014,In-Land
Pakistan,21.0,2014,In-Land
Qatar*,3.0,2014,In-Land
Saudi Arabia*,83.0,2014,In-Land
Sudan,0.0,2014,In-Land
Syria,0.0,2014,In-Land
Yemen,4.0,2014,In-Land
Oth Mid East,4.0,2014,In-Land
Algeria*,48.0,2014,In-Land
Angola,0.0,2014,In-Land
Congo,2.0,2014,In-Land
Gabon*,4.0,2014,In-Land
Kenya,11.0,2014,In-Land
Libya*,9.0,2014,In-Land
Nigeria*,8.0,2014,In-Land
S. Africa,0.0,2014,In-Land
Tunisia,1.0,2014,In-Land
Oth Africa,11.0,2014,In-Land
Argentina,103.0,2014,In-Land
Bolivia,8.0,2014,In-Land
Brazil,20.0,2014,In-Land
Chile,4.0,2014,In-Land
Colombia,43.0,2014,In-Land
Costa Rica,0.0,2014,In-Land
Ecuador*,23.0,2014,In-Land
Mexico,49.0,2014,In-Land
Peru,4.0,2014,In-Land
Trinidad,2.0,2014,In-Land
Venezuela*,68.0,2014,In-Land
Oth L.A.,0.0,2014,In-Land
Australia,13.0,2014,In-Land
Bangladesh,1.0,2014,In-Land
Brunei,0.0,2014,In-Land
India,87.0,2014,In-Land
Indonesia*,23.0,2014,In-Land
Japan,0.0,2014,In-Land
Malaysia,1.0,2014,In-Land
Myanmar,1.0,2014,In-Land
New Zealand,3.0,2014,In-Land
Off China,0.0,2014,In-Land
Papua New Guinea,5.0,2014,In-Land
Phillippines,2.0,2014,In-Land
Taiwan,0.0,2014,In-Land
Thailand,3.0,2014,In-Land
Vietnam,0.0,2014,In-Land
Oth Far East,0.0,2014,In-Land
U.S.,977.0,2015,In-Land
Canada,193.0,2015,In-Land
Austria,1.0,2015,In-Land
Denmark,0.0,2015,In-Land
France,1.0,2015,In-Land
Germany,3.0,2015,In-Land
Greece,0.0,2015,In-Land
Netherlands,2.0,2015,In-Land
Hungary,2.0,2015,In-Land
Italy,3.0,2015,In-Land
Norway,0.0,2015,In-Land
Poland,8.0,2015,In-Land
Romania,8.0,2015,In-Land
Spain,0.0,2015,In-Land
Turkey,30.0,2015,In-Land
U.K.,0.0,2015,In-Land
Yugoslavia/Croatia,1.0,2015,In-Land
Oth Eur,13.0,2015,In-Land
Abu Dhabi*,25.0,2015,In-Land
Dubai*,0.0,2015,In-Land
Egypt,36.0,2015,In-Land
Iran*,0.0,2015,In-Land
Iraq*,52.0,2015,In-Land
Jordan,0.0,2015,In-Land
Kuwait*,47.0,2015,In-Land
Oman,67.0,2015,In-Land
Pakistan,22.0,2015,In-Land
Qatar*,2.0,2015,In-Land
Saudi Arabia*,103.0,2015,In-Land
Sudan,0.0,2015,In-Land
Syria,0.0,2015,In-Land
Yemen,1.0,2015,In-Land
Oth Mid East,2.0,2015,In-Land
Algeria*,51.0,2015,In-Land
Angola,0.0,2015,In-Land
Congo,1.0,2015,In-Land
Gabon*,2.0,2015,In-Land
Kenya,11.0,2015,In-Land
Libya*,1.0,2015,In-Land
Nigeria*,4.0,2015,In-Land
S. Africa,0.0,2015,In-Land
Tunisia,1.0,2015,In-Land
